fn,maize streak virus,disease,okukkoola,muwogo,mpeke,mucungwa,greens,garden,mango,bulimi,obuwuka,ebikoola,obulimi,ebisoolisooli,kaamulali,eddagala,beans,omuyembe,leaf,kisaanyi,leaves,butterfly,okuzifuuyira,micungwa,ppaapaali,emboga,kikolo,harvest,olusuku,coffee,super grow,rice,ensujju,okulima,worm,ebbugga,onion,ensigo,plantation,ensukusa,maize stalk borer,amakoola,muceere,insect,pumpkin,spray,namuginga,tomatoes,akatungulu,ground nuts,orange,nursery bed,npk,mangoes,ebitooke,maize,endwadde,lumonde,ensiringanyi,pawpaw,ebijjanjalo,sukumawiki,caterpillars,matooke seedlings,okusaasaana,omuceere,ebikajjo,mulimi,sikungula,watermelon,ennima,akammwanyi,amakungula,ebyobulimi,okugimusa,sow,Pump,ekigimusa,ekirime,okusiga,nfukirira,faamu,okulimibwa,pampu,vegetables,lusuku,ennyaanya,ekisaanyi,bibala,ekikajjo,ennimiro,okukungula,akatunda,eppapaali,endagala,ekijanjaalo,abalimi,plant,Spinach,ndwadde,caterpillar,miceere,farmer,irrigate,nnakati,omusiri,weeding,okusaasaanya,amalagala,ekikoola,ebisooli,munyeera,ekirwadde,enkota,banana,fruit picking,ebibala,dig,doodo,omulimisa,eggobe,seed,crop,okunnoga,obutunda,fruit,endokwa,ebikolo,omucungwa,okufukirira,obulwadde,ebijanjaalo,matooke,pepper,agriculture,afukirira,nnyaanya,medicine,nambaale,cassava,sugarcane,ekimera,kikajjo,obusaanyi,ekibala,ebigimusa,kukungula,nnimiro,ebikongoliro,irish potatoes,ensuku,emicungwa,ekikolo,ejjobyo,omulimi,okusimba,sweet potatoes,okufuuyira,farming instructor,nnasale beedi,passion fruit,ekitooke,ebisaanyi,ekyeya,enva endiirwa,emisiri,emiyembe,amatooke,ebiwuka,farm,ebinyebwa,amappapaali,ebimera,kassooli,harvesting,emmwanyi,akamonde,obumonde,cabbages,akasaanyi,spread,ebirime,drought,kasaanyi,suckers,insects,fertilizer,nakavundira,ekiwojjolo,akawuka,ddagala,ebiwojjolo,obutungulu
audio_files/8G0GKD3.wav,0.00322134,0.00038647,0.00482247,0.00378,0.00155986,0.00409291,0.00389966,0.00520839,0.00200909,0.0,0.00741639,3.585e-05,0.00409076,0.00482153,0.00270308,0.00715898,0.00309482,0.00484188,0.00479389,0.0063214,0.00774457,0.00377232,0.00946511,0.00367901,0.00524852,0.00371356,0.00510855,0.00776439,0.00549936,0.00246445,0.00234336,0.00110569,0.00028899,0.00703579,0.0063016,0.00515609,0.0032592,0.00636187,0.00854734,0.00461571,0.00310891,0.00573947,0.00605001,0.00307002,0.00290853,0.00310408,0.00720868,0.00187129,0.00590605,0.00359837,0.00041177,0.00359206,0.00297339,0.00403175,0.00499595,0.00341904,0.01071324,0.00910416,0.01338406,0.00509308,0.00441173,0.0026386,0.00519609,0.00356945,0.00710535,0.00246777,0.00530096,0.00507645,0.00777415,0.0049,0.00325442,0.00630703,0.00404008,0.00388851,0.00661699,0.00856224,0.00759512,0.00814621,0.00445588,0.00423263,0.0,0.00413174,0.00276983,0.00351641,0.0027223,0.00462751,0.00419572,0.00865436,0.00738343,0.00628881,0.00520082,0.00642954,0.00506097,0.0050151,0.00717918,0.00537214,0.00393245,0.00777495,0.0051167,0.00482177,0.00472727,0.00784913,0.00726395,0.00664616,0.00170014,0.00381306,0.00947875,0.00781539,0.00512249,0.00505081,0.00693759,0.01226619,0.00654645,0.00696873,0.00174912,0.00535666,0.00251864,0.00816423,0.0031027,0.00381039,0.00588549,0.00457186,0.00975181,0.00095331,0.00710615,0.00631351,0.00297149,0.00386116,0.00512855,0.00497649,0.01084927,0.00717246,0.00364613,0.00195725,0.00787195,0.00633562,0.00425087,0.00311318,0.00888134,0.00302252,0.00450127,0.00230556,0.0049906,0.0064404,0.00184473,0.00615907,0.00358905,0.00624095,0.00272827,0.00105489,0.00202456,0.00748379,0.00513281,0.0078821,0.00411129,0.00407597,0.00405154,0.00430377,0.00910264,0.00342767,0.00604951,0.00164976,0.00993109,0.00296221,0.00693353,0.00385653,0.00591612,0.00534652,0.01184612,0.00480921,0.00557862,0.00676919,0.00729165,0.00568004,0.00720719,0.00888233,0.00414418,0.00237829,0.00305045,0.0139782,0.00518543,0.00686222,0.002352,0.01013209,0.00466345,0.00345117,0.00288828,0.01103985,0.00754008,0.00936061,0.0080866,0.00687311,0.00305953
audio_files/8GF8ABU.wav,0.00359501,0.00064051,0.00430088,0.00394132,0.0006269,0.00439051,0.00433727,0.00515292,0.00141645,0.0,0.00755448,0.00051009,0.00428355,0.00530601,0.00266119,0.00726338,0.00363143,0.00521172,0.00418991,0.00427338,0.00912704,0.00336172,0.00649654,0.00264429,0.0044488,0.00347982,0.00593543,0.00907588,0.00604169,0.00308611,0.00233711,0.0,0.00037491,0.00739162,0.00537311,0.00625323,0.00266236,0.00668582,0.006455,0.00495848,0.00378283,0.00673719,0.00564175,0.00245394,0.00312552,0.00211836,0.00772571,0.00061806,0.00519368,0.00387676,0.00016239,0.00249579,0.00357249,0.00349583,0.0034263,0.00202843,0.01221597,0.00918215,0.01338063,0.005079,0.00334462,0.00285083,0.00507608,0.00389518,0.00851505,0.0,0.00572247,0.00593829,0.00827585,0.0054854,0.00361349,0.00672425,0.00322834,0.00389481,0.00294739,0.00973856,0.00881296,0.00883102,0.00433644,0.00372204,0.0,0.00465788,0.00288396,0.00385836,0.00330662,0.00460144,0.001871,0.00942032,0.00803658,0.0063924,0.00572086,0.00626446,0.00554034,0.00370072,0.00749034,0.00502345,0.00497036,0.00907071,0.00604462,0.00122719,0.00445437,0.00852265,0.00703299,0.00745696,0.00068622,0.00346727,0.01003564,0.00773281,0.00487684,0.0063578,0.00721254,0.01219743,0.00793671,0.00703062,0.00192556,0.00591629,0.00307174,0.00457754,0.00366772,0.00350558,0.00560444,0.00468624,0.01097838,0.0011248,0.00784061,0.00603954,0.00359881,0.00444635,0.00453625,0.00607522,0.01214164,0.0079701,0.00337132,0.0,0.00791978,0.0065892,0.00450627,0.0031356,0.00984407,0.0,0.00475109,0.00255874,0.00560022,0.0048952,0.00129825,0.00699075,0.00433144,0.00654187,0.00281583,0.00110395,0.00144778,0.0074305,0.00525891,0.00813289,0.00381249,0.00367022,0.00405701,0.00403367,0.01028486,0.00427071,0.00495581,0.00121392,0.01042473,0.00381365,0.0069069,0.0040362,0.00580079,0.00552612,0.01138128,0.00558497,0.00611246,0.00683991,0.00726485,0.00671153,0.00628735,0.00911654,0.00361431,0.002424,0.00355752,0.01626264,0.0058666,0.00715416,0.00402862,0.0104519,0.00509784,0.00474637,0.00290297,0.01172793,0.00745189,0.01025978,0.00860322,0.0065581,0.00277041
audio_files/8GME3W8.wav,0.00346368,0.00065975,0.00437013,0.00387668,0.00083827,0.00433139,0.00417413,0.0050909,0.001481,0.0,0.00744622,0.00047396,0.00423779,0.0052192,0.00259747,0.0072538,0.00344291,0.00511887,0.00430758,0.004917,0.00880312,0.00341778,0.00699747,0.00296728,0.00465859,0.0035842,0.00570782,0.00860854,0.00593212,0.00291834,0.00239766,0.0,0.00038933,0.00725407,0.00656632,0.00600969,0.00267859,0.00660554,0.0068188,0.00487334,0.00366559,0.00649076,0.00572908,0.00254665,0.00306356,0.00231146,0.0074142,0.00085781,0.00514722,0.00383498,7.04e-05,0.00276238,0.00339687,0.00354062,0.00367357,0.00227502,0.01178712,0.01029607,0.01343292,0.00504747,0.00343473,0.00278129,0.00493732,0.0038603,0.00831458,0.0,0.00575764,0.00576471,0.00813312,0.00534003,0.00353662,0.00671129,0.00345009,0.00395579,0.00362267,0.00944607,0.00857253,0.008536,0.00438157,0.00383611,0.0,0.00451039,0.00277969,0.00384012,0.00325041,0.00458183,0.00247348,0.00928622,0.00786003,0.00630222,0.00560657,0.00623534,0.00532117,0.00437741,0.00736522,0.00510694,0.00475358,0.00869522,0.00583666,0.0021493,0.00447231,0.00831883,0.00715918,0.00725927,0.00108243,0.00345694,0.00987914,0.0078928,0.00474945,0.00608275,0.00710079,0.01205479,0.00760864,0.00696347,0.00198958,0.00590545,0.00290998,0.00521062,0.00357779,0.00360991,0.00563801,0.00440791,0.01057635,0.00113715,0.00758748,0.00608149,0.00335455,0.00429861,0.00466673,0.00578315,0.01185804,0.00776614,0.00347111,3.03e-05,0.00786443,0.00646046,0.00436681,0.00324537,0.00954009,0.00020785,0.00466393,0.00256167,0.00545678,0.00533598,0.00141701,0.00697507,0.00410322,0.00641795,0.00286786,0.00107536,0.00156409,0.00742361,0.00515538,0.00804469,0.00388422,0.00368374,0.00400513,0.00389357,0.00999579,0.00409816,0.00641468,0.00145174,0.01022289,0.00360396,0.00689219,0.00392319,0.00572932,0.0053679,0.01151176,0.00532412,0.00596999,0.00672621,0.0071622,0.0064751,0.00643891,0.00901035,0.00365983,0.00239972,0.00341663,0.01568341,0.00568822,0.00712684,0.00359611,0.01030363,0.00504704,0.00442707,0.00286428,0.01143748,0.0076122,0.01007354,0.0084165,0.00673818,0.00290149
audio_files/8H3GECO.wav,0.00389348,0.00129952,0.00429006,0.00499973,0.00358004,0.00437009,0.0043091,0.00637988,0.00274362,0.00149376,0.00895869,0.00233795,0.00387403,0.00569123,0.00536317,0.00766051,0.00349682,0.0053549,0.00619428,0.00497107,0.00737598,0.00327655,0.00953655,0.00323822,0.00436698,0.00375333,0.00474389,0.00849546,0.00497473,0.00352138,0.00267529,0.00114308,0.00312864,0.00603812,0.0,0.00452153,0.00359669,0.00540136,0.0079143,0.0052444,0.00281621,0.00490792,0.00558406,0.00407826,0.0029424,0.00332636,0.00982085,0.00231084,0.00687504,0.00299697,0.00276015,0.00476008,0.00381205,0.0036257,0.00554711,0.00360502,0.01131255,0.0,0.01095028,0.00444894,0.00522997,0.00289354,0.00539089,0.00287416,0.00728141,0.00219595,0.00456329,0.00430142,0.00671922,0.00439263,0.00407713,0.00585455,0.00381016,0.00381707,0.00806915,0.00775322,0.00640098,0.00878614,0.00432362,0.00371939,0.00057477,0.00363766,0.00439753,0.00378901,0.00234438,0.00473003,0.00369284,0.00827994,0.00660296,0.0057313,0.00491701,0.006245,0.00619654,0.00217069,0.00660416,0.00525968,0.00391546,0.0078682,0.00447508,0.00603159,0.00482754,0.00695781,0.00610316,0.00678654,0.00243034,0.00475506,0.00850813,0.00696673,0.00652105,0.00442743,0.0069971,0.0119691,0.00744961,0.0064347,0.0021711,0.00526915,0.00412839,0.00727081,0.00437625,0.00388602,0.00519466,0.00743606,0.00948294,0.00222338,0.00746602,0.00637423,0.00372384,0.00399058,0.00460952,0.00479158,0.00953638,0.00652288,0.0043505,0.00159045,0.00727174,0.0058272,0.00559756,0.00259879,0.00824387,0.00225217,0.00372098,0.0027287,0.00438374,0.00633743,0.00223183,0.00795956,0.00424593,0.00569265,0.00276796,0.00217788,0.00289941,0.0074415,0.00479225,0.00778055,0.00423105,0.0047705,0.00360963,0.00846444,0.00793925,0.00419133,0.0,0.00170038,0.00963351,0.00318053,0.00670217,0.00427426,0.00627322,0.00573445,0.01038005,0.0065398,0.00525138,0.00667316,0.00693349,0.00584441,0.00680406,0.00725792,0.00473363,0.00429922,0.0031795,0.01267199,0.00461654,0.00526918,0.00504721,0.01010014,0.00489965,0.0041116,0.00411023,0.01045493,0.00632279,0.00929817,0.00875174,0.00782456,0.00391037
audio_files/8H8CBIO.wav,0.00363539,0.00207602,0.0034653,0.00461792,0.00232919,0.00465709,0.00399558,0.00536672,0.00139087,0.00171629,0.00801741,0.00296785,0.0040706,0.00616221,0.0040651,0.00778456,0.00324436,0.00548944,0.00518038,0.00516416,0.00857887,0.00265808,0.00522588,0.00326436,0.00411549,0.00403329,0.00516674,0.00786725,0.00569466,0.0035941,0.00317101,7.348e-05,0.00294,0.00601323,0.007518,0.00567802,0.0018476,0.00582321,0.00512204,0.00534598,0.00381845,0.00577187,0.0052683,0.00286802,0.00300486,0.00211184,0.0078609,0.0006785,0.00403427,0.00357525,0.00061631,0.00371748,0.00378522,0.00249445,0.00299102,0.00166898,0.01167121,0.01200479,0.01195159,0.00423572,0.00264735,0.00282215,0.00364257,0.00368419,0.00964555,0.0,0.00635254,0.00543857,0.00710492,0.00489612,0.00426819,0.00710676,0.00350131,0.00443968,0.00299712,0.0087173,0.00807525,0.00791238,0.00441926,0.00335683,0.00051066,0.00393561,0.00340329,0.00460772,0.00367772,0.00443929,0.0024615,0.00941962,0.00707088,0.00529607,0.00547269,0.00549486,0.00531943,0.00525025,0.00647377,0.00501629,0.00501928,0.00821067,0.00545591,0.00362197,0.00414055,0.00724835,0.00685236,0.00734334,0.00298276,0.00339569,0.00891311,0.00843316,0.00424514,0.00592286,0.00675209,0.01044347,0.00837134,0.00608854,0.00324335,0.00690362,0.00393305,0.00253549,0.00498063,0.00393948,0.00479825,0.00450551,0.00943217,0.0026051,0.00720743,0.00592385,0.0031395,0.00433778,0.00415515,0.00539101,0.01104811,0.00714335,0.00432131,0.00014641,0.00700992,0.00547091,0.00475674,0.00383397,0.00840452,0.0,0.00381094,0.00344733,0.00500103,0.00585977,0.00161639,0.00999038,0.00419017,0.00553674,0.00353093,0.0018188,0.0020655,0.00722003,0.00425221,0.00772204,0.00397926,0.0035084,0.00321807,0.00541497,0.00902833,0.00495984,0.00811837,0.002644,0.0092662,0.00373019,0.00652663,0.00364941,0.00515463,0.00467946,0.01051504,0.00604799,0.00558677,0.00581372,0.00593542,0.00670098,0.0055218,0.00729235,0.00342056,0.00380515,0.0033526,0.01438086,0.00510887,0.00623542,0.00546832,0.00965983,0.00569602,0.00487629,0.00352738,0.00989058,0.007852,0.01027946,0.00840025,0.00839486,0.00410854
audio_files/8HV1H0R.wav,0.00281978,0.00092876,0.00495142,0.00400964,0.0036993,0.00389888,0.00319666,0.00543103,0.00272153,0.00169824,0.00756164,0.00093957,0.00373369,0.00475851,0.00363153,0.00734646,0.00224798,0.00457526,0.00611816,0.00922502,0.00577666,0.00384545,0.01227571,0.00524999,0.00598395,0.00430797,0.00367621,0.00553766,0.0046409,0.00204555,0.00283548,0.0046553,0.00173186,0.00579788,0.0083474,0.00350432,0.00351546,0.00545668,0.01025896,0.00444727,0.00231866,0.00397801,0.00630923,0.00406884,0.00258267,0.00427978,0.00674835,0.00340988,0.00612235,0.00307756,0.00103691,0.00562678,0.00240672,0.00408712,0.00663208,0.00487445,0.00863301,0.01031403,0.01250195,0.00461049,0.00530875,0.00237737,0.00452849,0.00304105,0.00607704,0.00680307,0.00513622,0.00374342,0.00647911,0.00385287,0.00322448,0.00601494,0.00515443,0.00418912,0.01105459,0.0065571,0.00569054,0.00682747,0.0046412,0.00461688,0.0014227,0.00307979,0.00297824,0.00354435,0.00222712,0.00456925,0.00728284,0.00773147,0.00603324,0.00552474,0.00443233,0.00618226,0.00439868,0.00737639,0.00621303,0.00577958,0.00272493,0.00574639,0.00365837,0.01049808,0.00487626,0.00629569,0.0074013,0.00562099,0.00423582,0.0042118,0.00814811,0.0082871,0.00509678,0.00322956,0.00635008,0.0113405,0.00516673,0.0063428,0.00230207,0.00525036,0.00239895,0.01124228,0.00321591,0.00442236,0.00574025,0.00441824,0.0074041,0.00162997,0.00588252,0.00657541,0.00198602,0.00310696,0.0056008,0.00327419,0.0086499,0.00573336,0.00453497,0.00548406,0.0072791,0.00538205,0.00412973,0.00346881,0.00689728,0.00673841,0.00364551,0.00252286,0.00390603,0.00882495,0.0026876,0.00693109,0.00264492,0.00529431,0.00303243,0.00143701,0.00308857,0.0074261,0.00439944,0.00734677,0.00456533,0.0044873,0.00355419,0.0055356,0.00694598,0.00283977,0.00882601,0.00298406,0.00867528,0.00190817,0.00674179,0.00343501,0.00569608,0.00466234,0.01186227,0.00420142,0.0046344,0.00609791,0.00655593,0.00445169,0.00785371,0.00751663,0.00468184,0.00316753,0.00233431,0.01014988,0.0039266,0.00594432,0.00125722,0.00929966,0.00449424,0.00200384,0.00326273,0.00915763,0.00783653,0.00830014,0.00737619,0.00832203,0.00419076
audio_files/8IWV6BG.wav,0.00230036,0.0,0.00713167,0.0032357,0.00411112,0.00297457,0.00300416,0.00583941,0.00444801,0.0,0.0073505,0.0,0.00353549,0.00280698,0.0029163,0.00655916,0.00190766,0.00360192,0.00661154,0.01155419,0.00343481,0.00559359,0.02080779,0.00628586,0.007786,0.00395977,0.00289868,0.00498855,0.0037285,0.00044825,0.00170192,0.00770828,0.0,0.00667763,0.0019338,0.00168543,0.00629239,0.00560644,0.01660169,0.0034205,0.00063544,0.00289033,0.00754364,0.00529446,0.0023192,0.00655917,0.006804,0.0062827,0.01003685,0.00262745,0.00211669,0.00670222,0.00121089,0.00662966,0.01104239,0.00857828,0.0065415,0.0001916,0.0134771,0.00563617,0.0091821,0.00209647,0.00717201,0.00229362,0.00130036,0.01458661,0.00282096,0.00224266,0.00668044,0.00324062,0.00184148,0.00425499,0.00636825,0.00327148,0.01975705,0.00518079,0.00356703,0.00713578,0.00469934,0.00603609,0.0,0.00281522,0.00277545,0.00175386,0.00016072,0.00493861,0.01114621,0.00586144,0.00572506,0.00674216,0.00354037,0.00766624,0.00431185,0.00625902,0.00684162,0.00649133,0.00037423,0.00433636,0.00222625,0.0151815,0.00602376,0.00637407,0.00757072,0.00410811,0.00318962,0.00558399,0.00819729,0.00690029,0.00738481,0.00073607,0.00651375,0.01411806,0.00192719,0.00741868,4.946e-05,0.00241422,0.00068577,0.02183171,0.00057928,0.00443834,0.00726434,0.00598899,0.00704131,0.0,0.0054791,0.0073893,0.00175014,0.00207231,0.00722038,0.0018657,0.00686557,0.00495934,0.00400213,0.00970341,0.00829904,0.00633349,0.00389553,0.00203504,0.00674323,0.01543962,0.00417661,0.00078536,0.00320345,0.01060779,0.00358134,0.00131509,0.00160166,0.00594136,0.00172657,0.00079539,0.00383352,0.00785409,0.0055415,0.00739812,0.00501623,0.00600117,0.00463859,0.00615726,0.00574089,0.00031482,0.00034276,0.00168977,0.00927988,0.00030046,0.00728019,0.00388122,0.00716536,0.00582337,0.01346767,0.00270003,0.00413002,0.00752261,0.0085348,0.00230653,0.01086056,0.00903446,0.00646092,0.00190172,0.00162292,0.00745756,0.00334017,0.0059145,0.0,0.00984339,0.00272281,0.0,0.00289271,0.01026277,0.00674165,0.00627416,0.00692782,0.00660026,0.00315086
audio_files/8JI5WY3.wav,0.00410206,0.00192011,0.00394596,0.00554454,0.00467546,0.00450833,0.00434003,0.00681018,0.00300181,0.00283929,0.00955811,0.00363661,0.00374504,0.00615056,0.00655282,0.00794003,0.00351004,0.00556836,0.00690696,0.00484162,0.00706358,0.00297016,0.0093985,0.00329066,0.00404178,0.0039075,0.00440669,0.00838489,0.00469866,0.00395255,0.00297905,0.00157569,0.00464385,0.00537529,0.0,0.0041304,0.00354118,0.00487356,0.00749381,0.00552224,0.0026989,0.00436603,0.00536499,0.00452933,0.00291475,0.00344239,0.01066995,0.00252511,0.00694708,0.00271922,0.00363515,0.00547537,0.00410438,0.00328388,0.00569524,0.00364505,0.0113071,0.0,0.00982973,0.00404336,0.00537892,0.002959,0.00512135,0.00258529,0.00753884,0.00228139,0.00445455,0.00389381,0.00608005,0.00406302,0.00447969,0.00577951,0.00383831,0.0039222,0.00871973,0.00719707,0.00578569,0.00874378,0.00430611,0.00349181,0.002242,0.00328374,0.00503888,0.00403749,0.00228288,0.00472605,0.00377847,0.00812346,0.0060935,0.00528849,0.00474285,0.00601186,0.00648786,0.00168108,0.00616483,0.00523803,0.00387311,0.00763509,0.00408638,0.00715336,0.0047986,0.00633896,0.00569748,0.00676717,0.00325412,0.00505771,0.00790495,0.00686231,0.00683407,0.00406319,0.00689491,0.0114632,0.00777811,0.00603775,0.00260939,0.00544759,0.00482408,0.006669,0.00506955,0.00402686,0.00479524,0.00831064,0.00897468,0.00297338,0.00739844,0.0063793,0.00382864,0.00397939,0.00438015,0.00451951,0.00879549,0.0060816,0.0048141,0.00177877,0.00686173,0.00538802,0.00607843,0.00259667,0.00765434,0.00196749,0.00323642,0.00306263,0.00401861,0.00660367,0.00245699,0.00920772,0.00438958,0.0052651,0.00294522,0.00270579,0.00335368,0.00738075,0.00443938,0.00763931,0.00432286,0.00497497,0.0032693,0.01014271,0.00721323,0.00456042,0.0,0.00207409,0.00924157,0.00319147,0.00653927,0.00430926,0.00624131,0.00565146,0.00972536,0.00717016,0.00499718,0.00639705,0.00650602,0.00584675,0.00653667,0.00629382,0.00490253,0.00524133,0.00314911,0.0117012,0.00422294,0.00452592,0.00617646,0.00988824,0.00509647,0.00429453,0.00465029,0.00980138,0.00602914,0.00924077,0.00889404,0.00857863,0.00451331
audio_files/8K74XLV.wav,0.0030802,0.00070616,0.00480556,0.00393114,0.00252064,0.00404153,0.00361339,0.00532356,0.002288,0.0005207,0.00752456,0.00058345,0.00393701,0.0048694,0.00319036,0.00727369,0.00275052,0.00476675,0.00538609,0.00747151,0.0069522,0.00374396,0.01044581,0.00431481,0.00549328,0.00397936,0.00450446,0.0068413,0.00514132,0.00235477,0.00259386,0.00255003,0.00105638,0.00645433,0.00710841,0.00447862,0.00330359,0.00594393,0.00909622,0.00458722,0.00280688,0.00499014,0.00611617,0.00349255,0.00277646,0.00355391,0.00707728,0.00246678,0.00591917,0.00337102,0.00071247,0.00446789,0.00278377,0.00397678,0.00559502,0.00394991,0.00989104,0.00963006,0.0129156,0.00484146,0.00471454,0.00254051,0.00484337,0.00334438,0.0067962,0.00411478,0.00527311,0.00452376,0.00718485,0.00445328,0.00330004,0.00621697,0.00448038,0.00404044,0.00832813,0.00771652,0.00680265,0.00758791,0.00453051,0.00434633,0.0,0.00367397,0.00290713,0.00358353,0.00255513,0.00459523,0.00540555,0.00829823,0.00679123,0.00591334,0.00488715,0.00627868,0.00480823,0.00598579,0.00673222,0.0055252,0.0034762,0.00694353,0.0045118,0.00716669,0.00476311,0.00715635,0.00728825,0.00624988,0.00283676,0.00397207,0.00888043,0.00803323,0.00508642,0.0043189,0.00668229,0.01178619,0.00606396,0.00665702,0.00205812,0.00538479,0.00255501,0.00917958,0.00325518,0.00407489,0.00576424,0.00453817,0.00874574,0.00133197,0.00660053,0.0064058,0.00257392,0.0035682,0.00527454,0.00427799,0.00991794,0.00655796,0.00406067,0.00335,0.00757424,0.00588714,0.0042401,0.00329108,0.00801635,0.0043658,0.00409902,0.00245654,0.00452763,0.00741454,0.002193,0.00668826,0.00322842,0.00580257,0.00289503,0.00126549,0.00248452,0.00744642,0.0047782,0.00764805,0.00429741,0.00423016,0.00379725,0.00492456,0.00817801,0.00326263,0.00718633,0.00225914,0.00936752,0.00255809,0.00683068,0.00367429,0.00579144,0.00503147,0.01177188,0.0046333,0.00517791,0.00644003,0.00691312,0.00521403,0.00739386,0.00821255,0.00434281,0.00280131,0.00276516,0.01237145,0.00464546,0.00642719,0.00207239,0.00975898,0.0046444,0.00291826,0.00309087,0.01018621,0.00766519,0.00895765,0.00781065,0.00756663,0.00359563
audio_files/8KBY1HT.wav,0.00390151,0.00345681,0.00278209,0.00567772,0.00486795,0.00489003,0.00384106,0.00615676,0.00195852,0.0048808,0.00911233,0.00571462,0.00374763,0.00705194,0.00645525,0.00837295,0.003023,0.00583276,0.00679775,0.00570934,0.00756184,0.00204809,0.00536291,0.00378442,0.00367642,0.00450596,0.00418203,0.00701341,0.00500271,0.00430326,0.00391673,0.00175025,0.00617306,0.00442843,0.0042442,0.00459269,0.00166844,0.00461872,0.00455602,0.00583449,0.00346774,0.0043485,0.00489765,0.00388819,0.00287081,0.00254558,0.00918322,0.00136059,0.00399654,0.00295858,0.002262,0.00552685,0.00418445,0.00177096,0.00349882,0.00197484,0.01113554,0.00842847,0.00968018,0.00332313,0.00295752,0.00287041,0.00281264,0.00306337,0.01005065,0.0,0.00624894,0.00440549,0.00558307,0.00403503,0.00503661,0.00698913,0.00382642,0.00476926,0.00499636,0.00721018,0.00654105,0.00740953,0.00444338,0.0029996,0.00454269,0.00301053,0.00458997,0.00515153,0.00353814,0.00439253,0.003346,0.00897073,0.00578618,0.00421998,0.00498395,0.00492716,0.00562198,0.00520541,0.00537522,0.00506416,0.00470729,0.00725719,0.00441243,0.00705901,0.00406957,0.00568824,0.00618331,0.0070788,0.00526076,0.00396321,0.00745135,0.0084811,0.00464438,0.00487078,0.00638235,0.00911617,0.00869951,0.00514323,0.00430655,0.00734575,0.00520009,0.00183269,0.00637042,0.00437319,0.0039723,0.00587866,0.00784152,0.0042341,0.00673239,0.00596654,0.00302722,0.00414384,0.0038105,0.00447182,0.00918469,0.00597622,0.0054321,0.00132489,0.0060556,0.0043576,0.00556477,0.00402546,0.00677445,0.0,0.00267428,0.00419496,0.00407211,0.00695977,0.00221648,0.01272077,0.00420542,0.00446358,0.00400922,0.00288915,0.00313978,0.00707179,0.00334576,0.00730761,0.00425331,0.00390165,0.00241032,0.00866675,0.00716996,0.00556332,0.00477579,0.00378296,0.00816069,0.00351466,0.0061533,0.00355225,0.00494448,0.00425421,0.00929297,0.00703724,0.00488193,0.00504286,0.00485002,0.00644775,0.00508428,0.00510891,0.00377609,0.0057559,0.00311835,0.0116647,0.00406949,0.00466469,0.00734507,0.00900152,0.0060878,0.00489851,0.00460044,0.00810755,0.00750068,0.00996823,0.00845115,0.01025284,0.00556583
audio_files/8ML6Y5W.wav,0.00241897,0.00033651,0.00569529,0.00369499,0.00432573,0.00352265,0.00281275,0.00545417,0.00336867,0.00162487,0.00732476,0.0,0.00357448,0.00405332,0.00338235,0.00712036,0.00176873,0.00412196,0.00655048,0.01119157,0.00442248,0.00444074,0.01574021,0.00620703,0.00690503,0.00443035,0.00296634,0.0044241,0.00413583,0.00127632,0.00265349,0.00686255,0.00108026,0.00572463,0.00873804,0.00245812,0.00434471,0.0052989,0.01279405,0.00399888,0.00158738,0.00312578,0.00682617,0.00464267,0.00237914,0.00533656,0.00619443,0.00473937,0.00716163,0.00284302,0.00122502,0.00652891,0.00172725,0.00488596,0.00841517,0.00644469,0.00716052,0.00946414,0.01280788,0.00481284,0.00661857,0.0021602,0.00498964,0.002734,0.00431259,0.01068942,0.00453234,0.00292952,0.00620156,0.00335789,0.0026992,0.00547597,0.0059558,0.00405586,0.01497872,0.00552729,0.00454661,0.00631528,0.00474816,0.00524068,0.00178744,0.00267895,0.00275488,0.0030093,0.00151316,0.00463567,0.00962375,0.00690934,0.00554968,0.00566078,0.00393098,0.00653406,0.00395048,0.00839053,0.00610878,0.00615238,0.00160495,0.00456199,0.00279593,0.01379824,0.00524126,0.00586034,0.00767655,0.00478284,0.00479703,0.00460826,0.0078014,0.00820411,0.00552069,0.00192699,0.00616335,0.0118153,0.00359181,0.00648805,0.00181433,0.00442385,0.00162766,0.01553405,0.00232388,0.00464864,0.00621864,0.00437012,0.00644784,0.00111958,0.00524826,0.0068954,0.00143051,0.00250848,0.00631547,0.00225652,0.00750713,0.0050649,0.00461722,0.0080723,0.00743119,0.00536353,0.00381436,0.00327791,0.00619403,0.01072256,0.00358683,0.00205219,0.00338635,0.01025152,0.00320221,0.00537101,0.00189204,0.00519866,0.00277435,0.00123234,0.00357192,0.00753111,0.00449321,0.00717258,0.00484733,0.00496583,0.00373694,0.00555231,0.00596015,0.00178899,0.00914113,0.00312013,0.00841204,0.00102054,0.00685536,0.00333709,0.00597238,0.00467027,0.01254205,0.00328558,0.00418186,0.00625808,0.00688727,0.00335432,0.00900822,0.00766907,0.0052991,0.00282169,0.00184149,0.00812953,0.00336752,0.00582654,0.0,0.00914051,0.00389494,0.00059802,0.00311675,0.0088401,0.00782466,0.00733456,0.00687877,0.00824538,0.00420039
